X,Y,Z,RX,RY,RZ
798.520,358.863,301.811,-10.0000,38.4329,-10.8676
785.616,383.007,297.700,-10.0000,21.2252,-29.0603
777.438,353.965,301.425,89.3077,42.6272,-4.3952
770.894,276.173,305.215,77.4566,44.0254,-1.8861
752.421,263.055,301.085,-10.0000,34.0091,-16.5030
748.017,245.696,303.672,72.7108,50.7629,14.9803
736.435,203.698,305.987,76.4686,32.1877,-18.5718
724.019,202.957,297.882,75.7725,23.7959,-26.8316
718.093,203.081,298.599,72.5606,24.1745,-26.4937
710.687,184.796,297.512,80.6218,23.6709,-26.9426
698.471,177.996,303.064,72.9701,31.0775,-19.7750
690.830,156.009,304.363,37.6145,35.3325,-14.9165
679.016,155.226,305.104,28.7956,37.4126,-12.2571
665.974,172.533,306.179,25.3223,48.1924,7.2457
655.390,154.105,304.037,9.3099,-46.8885,4.0539
644.831,169.239,301.955,-10.0000,53.9220,31.0412
638.875,167.883,304.415,0.6677,-45.7974,1.6412
627.197,168.853,304.595,26.7932,-51.6770,18.4588
615.515,169.796,304.693,2.7226,-43.4108,-3.0154
602.545,156.143,297.693,19.4593,-51.0530,16.0279
597.981,171.120,304.560,3.5496,-47.7437,6.1044
586.158,170.445,303.979,11.9588,-45.4221,0.8569
580.531,173.706,303.150,11.2246,-46.5221,3.2202
568.640,171.907,304.225,5.5290,-44.0209,-1.8946
556.933,172.500,304.514,9.8171,-47.5534,5.6345
551.073,172.712,304.686,15.2218,-47.2677,4.9441
539.276,172.141,305.358,21.1717,-49.5456,11.0219
527.620,173.410,305.425,21.3336,-51.8557,19.2069
518.852,174.598,302.318,11.6275,-46.3658,2.8719
510.089,174.704,305.726,10.3609,-46.9548,4.2076
496.338,175.861,305.868,3.6196,-43.2583,-3.2891
485.408,160.501,305.196,-10.0000,-39.7393,-8.9939
473.663,160.602,305.647,-10.0000,-41.2300,-6.7073
464.489,181.774,305.305,-0.3509,13.9152,-55.0898
459.275,222.882,298.206,3.9015,39.1707,-80.1767
447.879,278.567,299.177,12.2810,31.8262,-71.0320
440.778,306.447,302.736,-5.1023,23.0612,-62.5201
426.312,156.225,303.268,-10.0000,-35.9829,-14.1080
412.843,153.867,298.037,-10.0000,-34.7435,-15.6320
402.828,154.373,298.310,-10.0000,-35.7748,-14.3689
395.940,156.054,303.395,-10.0000,-37.8917,-11.6122
392.195,154.907,299.480,-10.0000,-35.3908,-14.8448
379.649,154.507,299.645,-7.5218,-42.9962,-3.7535
363.842,155.608,302.060,-10.0000,-32.4605,-18.2697
355.651,156.623,299.468,-10.0000,-29.4254,-21.4939
344.522,163.602,303.824,-10.0000,-7.5360,-39.6325
332.838,493.852,301.732,-10.0000,30.8647,-69.9991
330.841,462.424,299.702,-10.0000,29.5211,-68.6035
319.783,365.656,303.670,-10.0000,25.0373,-64.2864
310.164,394.757,298.532,77.5141,-5.5666,-48.9517
298.586,396.078,298.005,83.1390,1.2777,-44.0963
289.054,420.960,297.035,89.8209,-1.6778,-46.1868
274.919,465.913,297.047,86.9643,2.5198,-43.2168
265.245,491.515,297.393,86.4782,-2.9414,-47.0822
255.051,510.812,297.249,-10.0000,3.4452,-42.5602
249.768,517.775,298.392,87.7136,16.5073,-32.9039
238.550,524.701,297.965,-10.0000,-0.6069,-45.4292
327.807,386.571,312.002,-10.0000,29.2779,-68.3565
336.988,471.161,308.940,-10.0000,25.5123,-64.7222
343.706,485.438,316.353,-10.0000,20.7309,-60.5232
355.584,160.797,310.390,-10.0000,-15.3099,-33.8386
362.086,160.452,316.457,-10.0000,-14.2345,-34.6665
373.362,155.390,311.472,-6.9644,-39.0000,-10.0681
385.752,156.784,313.061,-6.7950,-46.6654,3.5433
396.623,157.842,309.514,-10.0000,-43.0822,-3.6018
404.639,158.688,309.578,-10.0000,-36.2637,-13.7528
420.604,158.365,308.559,-10.0000,-36.4719,-13.4868
427.853,158.370,308.271,-10.0000,-36.2966,-13.7108
438.484,160.492,313.297,-10.0000,-40.5468,-7.7765
449.619,264.778,309.755,26.5597,49.2765,79.7743
457.657,221.347,311.216,9.8913,46.3903,87.0738
469.506,180.004,311.797,11.0831,-35.2536,-15.0132
479.702,161.580,311.245,-4.7705,-42.8427,-4.0222
486.948,178.300,311.676,1.6259,-46.1692,2.4401
498.530,175.745,313.861,6.3030,-38.9637,-10.1197
507.206,173.686,315.425,15.9846,-48.3603,7.6859
516.033,174.172,313.226,20.8944,-50.9949,15.8143
527.657,173.318,311.560,8.3175,-43.1129,-3.5476
533.552,172.724,312.977,22.2567,-50.8180,15.1757
545.286,172.736,311.084,7.6918,-49.6577,11.3611
557.020,172.484,310.682,-4.6586,-44.2334,-1.4938
568.713,170.285,316.118,12.2658,-46.0192,2.1150
574.524,170.852,310.492,10.6255,-50.2449,13.2169
586.231,170.265,310.201,4.2823,-41.9988,-5.4572
598.048,169.924,315.991,5.9796,-49.0704,9.6324
603.875,169.291,315.957,7.4305,-46.1028,2.2958
614.480,153.016,309.206,6.8594,-45.9014,1.8624
627.119,167.013,309.574,8.1598,-46.3836,2.9115
638.795,166.010,309.420,4.6623,-48.6737,8.5270
642.804,168.861,308.327,1.1045,-48.9899,9.4041
656.728,169.964,307.395,16.9035,-49.8954,12.0958
662.580,169.662,307.253,9.5891,49.9797,12.3616
679.659,161.604,313.809,47.3550,36.0174,-14.0646
687.694,188.350,312.473,69.6395,39.7566,-8.9684
697.902,173.818,316.653,75.0064,30.6589,-20.2182
703.809,200.997,307.697,84.6990,41.2498,-6.6757
713.093,212.423,307.034,75.8726,31.1598,-19.6871
724.519,205.191,311.986,72.6239,34.1510,-16.3364
733.983,242.126,312.389,70.9268,39.6196,-9.1704
743.252,274.441,314.734,83.0238,41.6762,-5.9880
753.116,297.056,310.622,86.9732,42.0900,-5.3054
766.221,358.606,312.897,69.2846,40.0141,-8.5850
780.064,383.566,316.873,-10.0000,35.4636,-14.7551
785.711,382.589,313.038,-10.0000,38.9711,-10.1092
793.867,481.233,316.329,-10.0000,28.0704,-22.8464
805.693,486.794,308.619,-10.0000,32.0681,-18.7034
789.125,494.977,319.451,-10.0000,25.0156,-25.7334
786.715,464.702,320.743,-10.0000,24.2800,-26.3992
774.074,397.472,320.737,-10.0000,27.4630,-23.4375
759.185,416.829,318.908,-10.0000,31.3802,-19.4509
753.908,350.220,322.081,-10.0000,42.0070,-5.4435
740.537,321.532,325.262,75.5318,36.7356,-13.1468
732.971,271.047,320.793,53.6458,52.5261,22.2778
718.376,235.044,320.689,44.1560,44.3254,-1.3185
708.417,225.291,318.105,50.3930,47.4603,5.4077
706.476,203.129,325.877,66.9715,43.1358,-3.5071
694.415,187.669,324.952,72.9430,35.6269,-14.5530
686.842,175.885,322.689,72.1841,33.9838,-16.5326
669.718,182.917,319.863,68.0473,36.3717,-13.6151
663.148,173.426,318.324,18.6455,51.2169,16.6417
650.929,168.684,320.382,20.0203,45.6472,1.3246
645.089,169.166,320.466,21.5823,42.1125,-5.2678
632.213,154.499,325.765,-10.0000,-41.4854,-6.2977
621.732,171.114,320.794,-10.0000,-33.9231,-16.6036
609.824,169.084,321.944,24.9150,38.5461,-10.7096
603.990,169.812,320.837,-10.0000,-38.5509,-10.7029
592.111,167.994,323.028,-10.0000,-33.8381,-16.7026
580.722,172.480,323.437,-6.2842,-43.9989,-1.9358
571.680,170.356,320.019,-5.6760,-45.2107,0.4246
562.904,170.288,323.485,1.9551,-37.9072,-11.5911
555.819,154.902,321.826,5.0746,-46.4234,2.9998
545.367,171.498,323.815,7.9257,-50.2790,13.3293
533.437,155.622,317.645,16.0440,-48.9267,9.2265
522.172,170.748,324.990,28.0895,-53.5386,28.1264
515.889,170.862,321.945,28.7482,-51.0342,15.9588
504.280,173.282,318.760,10.4426,-46.1673,2.4359
492.819,177.088,317.994,9.6644,-40.1392,-8.3970
480.930,175.305,319.064,13.8593,-50.8953,15.4526
475.093,175.821,319.137,10.1686,-46.6354,3.4753
463.961,182.787,323.495,-10.0000,14.9812,-55.9072
456.852,221.364,320.493,2.6767,39.3447,-80.4282
448.186,268.555,320.918,2.1038,41.4536,-83.6510
431.240,161.609,325.450,3.7581,-46.0951,2.2791
428.181,161.464,319.617,-9.9471,-41.5394,-6.2105
415.465,161.201,326.010,-2.0644,-45.1145,0.2298
407.959,160.918,320.311,-5.3902,-44.8378,-0.3227
393.615,158.502,316.985,-10.0000,-45.7284,1.4952
379.476,156.172,323.299,-10.0000,-34.9023,-15.4406
373.633,156.956,321.135,-10.0000,-29.4447,-21.4743
368.002,159.823,322.584,-10.0000,-16.4826,-32.9233
349.597,494.122,325.662,-10.0000,25.6137,-64.8157
344.707,492.771,320.092,-10.0000,27.2580,-66.3651
333.871,370.703,322.218,-10.0000,29.6368,-68.7217
339.308,375.815,332.421,-10.0000,30.2352,-69.3385
349.941,482.994,329.223,-10.0000,25.7612,-64.9523
355.235,484.385,334.718,-10.0000,33.9637,-73.4439
368.305,162.631,327.824,-10.0000,-9.6725,-38.0780
379.890,159.283,334.601,-10.0000,-24.2251,-26.4484
385.510,157.238,328.861,-10.0000,-43.8427,-2.2265
403.489,160.484,333.239,1.9930,-48.0264,6.8179
409.437,161.433,332.685,2.4316,-47.7392,6.0933
415.332,161.661,332.369,3.6182,-46.7967,3.8427
425.296,161.092,330.107,6.2514,-46.4175,2.9867
444.037,285.559,334.058,16.0041,46.0110,87.9027
450.781,253.409,331.903,-3.7869,30.4995,-69.6144
460.466,209.865,333.337,-9.4365,28.1929,-67.2739
465.886,190.804,333.141,-10.0000,29.8465,-68.9367
476.570,159.174,331.612,10.3103,-48.4316,7.8748
485.375,159.067,330.456,17.3825,-49.1390,9.8283
498.477,171.939,331.768,11.5287,-40.8827,-7.2555
510.153,170.954,331.579,32.6094,-47.5775,5.6936
519.549,155.214,331.169,4.8496,-44.7597,-0.4767
527.666,169.412,331.388,3.9999,-49.1337,9.8132
539.349,168.497,331.204,-1.3514,-46.4602,3.0819
545.621,172.713,334.646,10.0983,48.1065,7.0236
563.322,173.438,334.776,-10.0000,-37.4220,-12.2446
568.971,171.623,328.968,-10.0000,-42.6881,-4.2903
580.644,170.577,328.827,0.5298,-45.2105,0.4242
586.717,171.994,334.282,24.6938,45.0928,0.1862
598.167,169.186,328.558,-10.0000,-36.4527,-13.5114
610.509,175.732,332.087,33.9181,36.6420,-13.2678
620.672,156.113,331.883,-10.0000,-34.9781,-15.3488
632.693,158.462,336.790,40.3321,36.6625,-13.2414
639.712,173.381,331.649,47.1026,31.7489,-19.0522
651.815,177.949,329.665,57.8434,25.2645,-25.5058
663.601,176.111,336.008,66.7616,37.5852,-12.0262
669.836,179.718,334.628,67.6133,36.9113,-12.9182
677.103,200.065,327.598,56.0278,34.4113,-16.0287
689.514,215.771,326.963,68.9487,41.2611,-6.6577
696.806,224.831,331.064,55.3564,44.8020,-0.3934
709.310,234.636,327.360,52.4190,38.7691,-10.3961
717.689,264.213,334.034,86.3680,35.7360,-14.4172
730.634,312.055,332.160,-10.0000,30.8019,-20.0674
741.968,347.411,329.612,89.3486,38.2701,-11.0935
753.646,416.799,336.488,-10.0000,36.6176,-13.2994
758.330,402.381,331.422,-10.0000,39.0576,-9.9857
769.246,452.649,335.538,80.6749,45.2213,0.4460
779.332,517.219,328.282,85.8344,39.3576,-9.5532
775.225,537.470,337.155,-10.0000,38.5685,-10.6783
763.328,510.075,340.388,81.2705,38.3791,-10.9424
756.929,455.944,343.496,89.9624,27.6907,-23.2170
747.534,412.826,341.860,-10.0000,41.2597,-6.6600
732.179,412.563,337.380,86.6043,41.7203,-5.9161
729.736,339.176,339.219,87.5847,38.4289,-10.8731
712.658,304.119,341.389,-10.0000,31.5773,-19.2384
709.634,267.260,341.403,-10.0000,38.9838,-10.0912
698.304,240.939,344.263,3.6944,54.7104,47.4737
689.739,207.468,343.193,63.2894,41.5275,-6.2297
672.121,209.575,337.028,60.8774,42.7565,-4.1719
665.867,204.516,338.945,52.2353,42.6088,-4.4268
653.125,192.762,337.126,70.5755,40.4361,-7.9463
641.009,188.022,339.166,54.6389,41.0343,-7.0174
631.776,180.748,341.912,54.7124,45.7305,1.4997
628.485,177.949,342.958,71.3477,40.2184,-8.2775
615.053,158.328,337.559,-10.0000,-34.3487,-16.1030
603.521,160.057,343.639,25.3737,39.2869,-9.6555
598.861,174.799,345.202,-3.9480,-32.1286,-18.6369
581.035,174.242,339.940,-10.0000,-38.7403,-10.4367
573.464,158.805,345.673,-10.0000,-37.2570,-12.4638
561.690,175.369,346.548,3.8603,51.4145,17.4040
557.621,174.311,342.365,-0.8579,-48.3372,7.6249
545.286,156.943,346.857,-10.0000,-38.4421,-10.8548
533.960,172.551,342.440,-10.0000,-37.0861,-12.6893
528.537,173.360,344.589,-10.0000,-34.1119,-16.3825
519.636,155.979,341.410,-10.0000,-38.0017,-11.4623
509.107,156.129,342.637,-3.2150,-41.5694,-6.1617
492.976,174.545,343.479,-10.0000,-41.0916,-6.9270
485.883,174.219,343.878,-4.2005,-45.4831,0.9829
476.670,174.981,344.010,7.0943,-25.6933,-25.1106
467.075,194.364,344.267,1.9908,36.5672,-76.6357
455.857,224.680,341.036,-2.2001,36.8105,-76.9505
444.184,270.616,345.078,31.7251,46.9062,85.9052
432.764,159.970,338.163,13.1790,-49.1478,9.8537
421.259,160.113,344.440,-4.2067,-38.5472,-10.7081
414.641,160.674,343.944,-9.7555,-38.9159,-10.1878
408.969,160.951,343.071,-10.0000,-37.6972,-11.8756
397.227,160.056,339.626,-10.0000,-41.8517,-5.7005
380.320,162.269,340.998,-10.0000,-18.5813,-31.2486
374.503,164.518,339.287,-10.0000,-9.9238,-37.8936
361.176,474.550,343.753,-10.0000,20.4579,-60.2947
357.441,499.431,342.441,-10.0000,21.0449,-60.7874
345.508,382.850,341.745,-10.0000,28.5386,-67.6155
351.635,385.420,350.798,-10.0000,30.4856,-69.5998
365.775,488.625,350.267,-10.0000,32.2876,-71.5385
368.730,452.585,354.066,-10.0000,13.8965,-55.0755
381.010,173.189,354.757,-10.0000,-8.2222,-39.1356
392.743,169.038,355.564,44.4081,17.1354,-32.4077
400.093,164.658,352.329,-10.0000,-25.1657,-25.5963
415.890,164.360,356.132,-10.0000,-25.2443,-25.5243
421.437,161.195,350.767,-10.0000,-29.2927,-21.6285
433.216,160.398,356.707,-10.0000,-30.2005,-20.6975
446.946,257.173,355.501,30.9233,43.0773,-86.3894
456.881,235.743,349.729,-4.5124,41.0243,-82.9668
465.550,209.322,351.798,10.4502,44.8505,-89.7025
472.046,177.192,349.646,2.7313,1.6987,-46.2016
481.211,173.233,350.557,-10.0000,-37.6241,-11.9740
493.325,175.008,349.406,-10.0000,-38.3505,-10.9820
504.907,175.703,348.777,-10.0000,-35.6777,-14.4899
510.789,175.785,348.508,-10.0000,-34.8652,-15.4853
521.248,158.894,353.571,-10.0000,-34.3175,-16.1400
534.897,175.483,351.513,-10.0000,-35.5279,-14.6757
540.026,173.881,347.923,-10.0000,-38.6757,-10.5277
551.877,174.743,353.337,-10.0000,-21.3117,-28.9870
557.550,172.507,347.649,5.9236,49.6921,11.4659
568.650,162.822,356.507,36.0062,34.0791,-16.4210
581.575,178.054,350.999,54.9000,32.5119,-18.2125
587.409,177.579,350.935,46.2561,36.6525,-13.2543
604.071,164.941,354.359,44.2526,35.4400,-14.7843
611.858,188.738,352.466,64.6780,26.9665,-23.9141
623.526,187.634,352.345,59.3280,31.2261,-19.6162
635.628,192.189,350.365,70.2438,30.6318,-20.2468
642.226,201.316,350.492,73.3782,36.0561,-14.0159
648.746,209.178,350.109,76.7310,34.3338,-16.1207
660.909,214.187,348.288,72.7359,28.3642,-22.5573
669.232,243.737,355.058,88.1634,19.7995,-30.2521
682.941,266.829,352.720,-10.0000,21.5021,-28.8253
690.641,290.258,350.438,-10.0000,20.5702,-29.6114
703.498,297.238,356.631,-10.0000,20.0064,-30.0809
708.978,370.491,354.335,88.7988,37.5136,-12.1222
718.624,418.086,351.014,-10.0000,8.4779,-38.9499
734.533,417.578,353.155,-10.0000,41.3169,-6.5686
741.376,479.560,355.231,-10.0000,28.8348,-22.0894
751.313,507.311,347.947,-10.0000,35.0014,-15.3205
757.308,531.959,349.112,-10.0000,26.1050,-24.7276
738.133,511.548,357.724,-10.0000,33.2170,-17.4180
728.690,477.151,363.876,-10.0000,34.6505,-15.7435
721.302,447.664,366.316,-10.0000,36.1127,-13.9443
708.776,439.422,356.940,-10.0000,39.0656,-9.9742
700.108,404.669,362.161,88.8157,16.8233,-32.6547
693.176,319.130,363.648,69.9366,44.9231,-0.1534
680.286,306.109,358.590,49.4804,22.8722,-27.6451
666.244,277.428,362.067,66.8562,-16.9542,-57.4488
658.463,253.783,363.538,-10.0000,-6.3207,-49.4922
645.871,242.378,363.033,80.6984,8.6288,-38.8401
638.703,227.454,363.439,67.4522,11.8034,-36.5025
626.753,225.149,363.067,88.9764,29.3542,-21.5662
620.324,214.491,365.739,76.2342,-52.1382,69.5544
606.462,192.705,363.731,17.6725,-51.9446,19.5890
600.398,191.411,358.235,37.5948,28.3337,-22.5874
587.081,170.990,365.424,57.0322,24.3962,-26.2947
574.974,167.228,362.577,44.7077,29.9316,-20.9757
570.340,182.597,362.339,41.6407,25.2793,-25.4922
563.733,169.531,366.807,52.1435,24.6746,-26.0434
546.939,183.959,362.859,47.7615,28.2052,-22.7140
534.630,178.009,359.144,53.8073,32.7663,-17.9280
532.615,165.252,362.864,45.9571,28.7176,-22.2065
522.956,178.994,359.289,41.1223,33.7493,-16.8059
512.417,166.067,364.862,42.6981,28.0262,-22.8897
499.599,180.832,359.660,37.7418,31.3971,-19.4327
487.832,180.657,360.201,-10.0000,-28.9495,-21.9744
475.845,177.607,361.655,33.9775,32.7443,-17.9526
466.357,188.736,364.625,-3.0594,-21.9039,-28.4824
459.676,219.052,361.208,20.4134,42.3377,-85.1108
451.526,239.502,365.058,51.5891,50.7786,74.9641
441.259,258.213,363.108,46.9172,48.4496,82.0772
433.213,269.243,366.541,-10.0000,44.1217,-1.7051
415.842,166.888,360.263,-10.0000,-21.5641,-28.7726
410.808,172.414,366.054,41.8178,15.7934,-33.4629
387.847,180.934,365.076,48.6054,10.1480,-37.7288
379.003,424.177,364.456,56.0325,-22.3157,-61.8718
373.133,492.016,362.377,-10.0000,36.0344,-75.9568
358.352,381.721,361.797,-10.0000,28.9550,-68.0311
364.398,409.201,370.378,-10.0000,26.0501,-65.2212
379.012,431.359,367.314,60.9863,-19.7894,-59.7396
381.610,462.808,369.733,57.1491,-12.7439,-54.2025
394.342,402.140,376.004,-10.0000,-14.6075,-55.6195
406.147,330.136,376.608,75.5718,-3.7227,-47.6370
417.863,181.186,375.498,58.9371,22.2857,-28.1540
428.045,262.506,373.043,16.4359,36.3461,-76.3522
433.132,250.911,376.604,13.3487,-3.5234,-42.5046
445.014,229.656,376.861,26.2028,18.8126,-58.9392
458.137,204.248,372.251,17.0862,51.7759,71.1303
468.020,223.403,376.440,84.0964,-4.0579,-47.8754
472.828,210.455,375.786,79.5905,4.0365,-42.1399
485.614,221.824,375.054,81.9504,10.0336,-37.8129
490.384,208.896,375.665,89.2856,8.2414,-39.1216
507.571,203.893,376.459,62.1074,-54.6448,49.6938
514.262,213.598,376.392,64.0172,15.9188,-33.3651
522.333,240.570,376.293,70.7703,2.6199,-43.1458
536.548,198.798,374.273,-10.0000,-8.9966,-38.5721
541.734,190.941,370.407,-4.8440,-36.4389,-13.5292
550.338,223.742,374.447,-10.0000,-45.3430,89.3057
567.677,220.476,372.353,-10.0000,-26.6480,-65.7833
573.051,214.071,372.962,-10.0000,-50.4330,76.1575
586.580,217.806,368.718,69.9772,-15.3686,-56.2069
596.917,218.357,372.851,-10.0000,4.8632,-41.5509
603.152,223.190,370.219,-10.0000,16.5170,-32.8962
614.863,222.479,370.835,73.1310,26.9071,-23.9707
627.095,228.079,371.963,87.2400,2.6270,-43.1408
633.794,238.066,372.517,39.1208,51.3246,17.0541
646.874,250.954,373.950,50.0567,46.5926,3.3788
658.660,287.920,373.541,1.6931,53.7113,60.6330
668.256,318.835,375.663,29.3410,54.6573,40.6406
677.991,379.430,374.046,12.0284,35.8759,-75.7576
684.625,429.878,369.709,87.1275,29.3644,-21.5558
690.157,425.903,367.971,-10.0000,21.1711,-29.1060
706.119,446.010,375.913,-10.0000,27.9049,-23.0083
716.169,462.670,370.201,-10.0000,36.3862,-13.5966
722.622,498.409,370.522,-10.0000,30.2177,-20.6796
708.528,495.302,378.079,-10.0000,21.5033,-28.8243
702.001,441.910,377.395,-10.0000,25.8949,-24.9235
690.461,430.912,380.096,89.1935,15.8038,-33.4548
678.159,421.020,379.021,-10.0000,41.5042,-6.2673
667.907,438.834,383.240,-10.0000,17.8635,-31.8271
661.670,433.990,385.838,-10.0000,32.8954,-17.7827
649.965,434.756,385.397,25.3079,50.4922,75.9574
644.838,444.023,385.245,34.1382,48.3623,82.3090
633.991,454.993,386.736,-10.0000,-37.1351,-77.3752
616.435,456.142,386.065,-10.0000,-12.7254,-54.1885
611.064,462.521,385.387,-10.0000,-22.5321,-62.0591
598.938,457.766,386.856,-10.0000,-4.9021,-48.4769
595.011,482.144,384.840,-10.0000,-21.1522,-60.8781
581.398,459.041,386.575,82.7327,-12.1597,-53.7638
571.747,245.767,384.981,44.6970,21.3496,-28.9549
559.060,256.624,386.244,66.8524,13.7971,-35.0002
546.052,458.576,384.581,84.9622,-34.6409,-74.2450
539.716,452.585,386.790,55.3580,-41.7972,-84.2100
526.270,432.065,385.485,-10.0000,-23.1038,-62.5575
523.562,435.077,384.597,-10.0000,-20.0324,-59.9407
507.708,420.868,384.637,-10.0000,15.2705,-56.1309
505.581,322.276,385.175,-10.0000,0.5478,-44.6126
490.453,353.622,382.869,-10.0000,26.1101,-65.2772
483.423,337.908,383.309,58.6536,-17.2730,-57.7016
468.703,339.416,381.538,88.2567,-32.2520,-71.4992
460.870,350.814,386.167,70.2748,-3.5764,-47.5330
454.101,356.958,384.417,81.3023,1.4435,-43.9791
438.970,370.818,385.370,83.2096,2.8505,-42.9823
431.996,357.931,382.131,79.7911,-21.1152,-60.8467
421.191,370.424,380.037,-10.0000,4.1999,-47.9765
411.677,397.063,383.493,-10.0000,43.8932,-87.8673
401.884,422.052,381.710,-10.0000,1.6986,-46.2015
393.920,396.611,377.898,70.4395,-17.8948,-58.1981
382.489,399.548,384.130,69.7351,-15.6937,-56.4595
375.332,450.402,381.754,58.7565,-19.6894,-59.6571
384.849,500.016,389.361,79.0172,-16.0749,-56.7570
396.332,424.499,388.078,81.0168,10.7823,-37.2610
406.027,399.057,388.225,-10.0000,19.9915,-30.0933
411.803,405.143,388.257,-10.0000,-0.9661,-45.6832
425.585,422.703,390.063,89.9618,5.2372,-41.2838
435.224,396.641,387.802,-10.0000,-2.7049,-46.9144
443.146,421.416,389.807,-10.0000,-17.6663,-58.0151
450.489,439.398,389.822,80.1617,-8.6023,-51.1406
463.716,457.259,390.863,-10.0000,1.3133,-44.0712
470.341,437.391,388.423,63.4335,31.0687,-19.7843
480.135,442.723,388.154,71.6573,22.0974,-28.3162
496.193,423.143,388.832,81.2509,-35.3893,-75.1533
507.144,428.762,389.713,67.0013,-33.8967,-73.3657
514.737,434.195,389.234,-10.0000,-23.7597,-63.1362
519.046,470.544,387.967,71.8740,23.0890,-27.4555
529.857,475.004,392.238,-10.0000,-32.8820,-17.7978
546.935,468.189,387.234,70.5102,-1.9323,-46.3670
553.240,474.070,387.995,-10.0000,2.1590,-43.4724
558.499,466.492,387.660,84.1876,21.8902,-28.4941
571.486,481.448,388.428,63.9606,14.6136,-34.3758
581.497,456.538,390.022,-10.0000,10.3685,-52.4336
594.819,466.233,392.442,-10.0000,8.3267,-39.0597
604.452,452.525,391.036,-10.0000,-11.5020,-53.2729
611.304,464.443,391.295,-10.0000,8.8524,-38.6773
622.521,457.629,392.041,-10.0000,-12.2022,-53.7956
633.117,443.706,389.816,-10.0000,-7.3096,-50.2041
639.546,450.083,391.933,-10.0000,-12.4618,-53.9903
654.714,419.082,395.278,-10.0000,-19.4037,-59.4221
664.881,399.573,394.774,-10.0000,5.8170,-40.8690
675.991,391.913,392.917,78.9923,3.0690,-42.8273
680.868,379.426,393.707,87.0091,-22.6241,-62.1389
695.357,340.854,392.666,-10.0000,46.8429,3.9488
673.748,340.529,405.378,9.2266,48.6463,81.5477
663.919,345.100,398.131,54.0530,53.6747,29.0950
661.055,351.771,398.936,37.5164,52.1283,69.5989
648.504,303.608,399.926,70.6621,39.7339,-9.0019
639.347,408.487,397.028,-10.0000,-1.8786,-46.3290
623.768,428.365,397.371,-10.0000,-4.9577,-41.4834
620.365,429.631,400.419,-10.0000,-17.4666,-32.1443
603.940,526.704,397.050,-10.0000,-3.0763,-42.8221
601.120,529.078,397.238,-10.0000,-13.8530,-34.9577
591.061,247.000,402.202,-10.0000,-40.0214,-8.5740
581.938,245.787,402.973,-10.0000,-39.9275,-8.7145
563.708,528.745,398.031,88.5434,2.8368,-42.9920
563.457,525.794,397.296,87.5440,3.1977,-42.7359
546.915,248.867,403.413,-10.0000,-30.2107,-20.6869
537.535,497.395,396.949,-10.0000,-0.7354,-45.5200
523.758,257.811,401.357,-10.0000,-12.3023,-36.1294
523.237,432.918,406.197,-10.0000,-51.1951,16.5591
507.503,270.224,404.257,-9.3188,-4.4303,-41.8595
496.578,281.022,401.195,-10.0000,4.7425,-48.3631
484.326,389.710,397.185,-8.1262,50.0306,77.4765
475.074,349.538,404.465,-6.7573,41.9774,-84.5074
475.213,345.769,411.850,0.6892,42.5777,-85.5198
485.685,393.256,408.309,-7.8376,50.7547,75.0486
497.003,282.783,412.843,-3.6674,7.9038,-50.6336
508.337,423.056,416.183,8.3930,-54.7346,45.5051
515.693,427.955,408.121,-8.3222,-52.5463,22.3782
526.897,434.915,413.147,-5.0512,-52.3570,21.4586
535.548,252.734,408.791,-4.4244,-26.2336,-24.6072
551.163,248.239,410.370,-2.3158,-37.8098,-11.7234
558.805,246.976,410.093,-2.9172,-39.7277,-9.0111
570.325,246.460,409.398,-3.2827,-42.9002,-3.9217
576.195,246.391,409.180,-4.4084,-44.4127,-1.1512
588.002,247.089,408.465,-7.9126,-46.7925,3.8331
599.988,250.123,406.985,-6.4223,-49.3569,10.4610
612.236,254.138,410.640,1.1252,52.5037,22.1672
620.900,433.902,413.556,3.4740,-24.7553,-25.9702
634.098,425.582,410.182,3.1548,-1.3273,-44.0612
643.011,416.727,412.695,7.1417,-1.2779,-44.0962
653.737,403.312,416.616,2.9315,14.7971,-55.7654
664.141,385.579,409.623,1.3007,25.1950,-64.4306
673.026,342.418,410.960,4.2498,46.8866,85.9505
673.502,339.227,422.820,-0.3371,46.5248,86.7738
664.725,383.942,422.462,-0.1677,29.3158,-68.3949
654.952,401.511,417.152,0.5166,13.3384,-54.6515
643.067,415.146,425.539,3.3703,3.5319,-47.5014
632.251,427.391,422.003,-0.6684,-2.9649,-42.9011
621.209,435.525,425.978,-10.0000,-8.9278,-38.6223
614.618,436.438,419.787,-10.0000,-26.0913,-24.7403
600.301,250.771,425.259,-2.4824,-49.9209,12.1758
588.702,247.840,426.879,-1.3128,-49.8460,11.9412
582.235,246.219,421.318,-0.0513,-48.1894,7.2379
564.637,246.624,421.911,-0.8999,-41.5827,-6.1401
546.679,249.312,418.067,0.4376,-35.6375,-14.5398
535.777,253.460,420.877,-0.6956,-27.7468,-23.1624
526.919,434.348,417.911,6.2484,-53.0825,25.2504
520.890,431.203,425.349,2.3845,-53.8920,30.7894
506.064,421.236,423.034,1.5514,54.6674,40.9313
495.614,409.038,421.253,8.6657,54.7331,44.2099
485.857,391.314,421.266,1.2246,52.7072,66.8054
476.201,343.960,422.588,-4.6736,41.5104,-83.7427
476.412,345.570,430.364,-3.9884,41.2176,-83.2730
