X,Y,Z,RX,RY,RZ
638.142,171.536,221.323,-7.9481,-46.8296,3.9182
627.362,186.294,216.967,-10.0000,-33.3034,-17.3194
616.452,165.298,219.125,19.0480,46.6608,3.5328
606.374,164.074,225.604,22.3850,43.7426,-2.4111
597.242,177.437,222.324,26.1387,44.7161,-0.5622
591.407,177.216,221.403,-10.0000,-40.2154,-8.2820
579.135,171.584,217.573,24.6596,41.4842,-6.2996
567.513,172.144,224.035,-10.0000,-43.7042,-2.4817
555.671,172.138,218.360,-10.0000,-44.2504,-1.4614
548.167,153.784,218.638,7.4642,-48.3267,7.5971
543.774,170.252,219.463,8.0554,-49.8209,11.8633
532.183,169.319,220.252,7.2013,-45.2894,0.5847
520.284,170.460,220.363,-9.0587,-45.2403,0.4846
512.907,152.022,220.496,-0.5730,-48.6424,8.4419
500.645,149.800,223.928,-2.9778,-46.7098,3.6442
490.651,166.950,222.626,0.1163,-46.0610,2.2051
478.621,163.580,224.315,-8.7033,-33.4669,-17.1319
471.271,185.369,223.699,-9.0996,31.5317,-70.7124
462.501,221.445,218.495,-7.7262,28.8605,-67.9363
454.742,255.508,226.235,-9.7115,32.6435,-71.9344
442.973,291.832,221.073,-10.0000,31.5009,-70.6791
433.888,337.585,218.901,-10.0000,7.3603,-50.2406
424.387,354.724,219.885,-10.0000,22.1578,-61.7357
414.849,377.966,222.493,-8.4466,23.4995,-62.9057
401.166,151.754,218.284,6.5798,-46.7108,3.6465
389.485,151.816,225.646,9.6958,-45.7431,1.5262
383.663,152.532,225.653,11.6888,-47.2113,4.8098
366.066,154.106,219.700,-0.5606,-44.6231,-0.7441
355.039,153.454,220.203,-1.2048,-45.9132,1.8876
354.376,153.787,226.451,5.7956,-48.0965,6.9976
342.409,153.492,218.834,5.0255,-44.7529,-0.4901
330.870,154.924,220.884,10.5747,-43.8485,-2.2156
312.590,158.525,219.733,16.8548,-45.9488,1.9637
301.809,161.310,220.267,16.0323,-44.0689,-1.8045
290.388,163.463,219.773,20.2659,-46.2239,2.5596
283.980,164.818,219.501,19.6857,-45.9329,1.9297
267.857,166.591,225.886,10.4321,-40.0534,-8.5261
255.768,171.751,218.508,21.1268,-33.1812,-17.4588
250.146,173.963,224.183,12.5216,-13.9264,-34.9017
235.463,535.822,218.102,9.0986,52.4220,68.2304
226.540,408.719,224.270,18.0367,50.7133,75.1944
224.062,380.531,232.074,22.1528,51.9991,70.1733
232.935,534.200,231.505,17.7231,54.1815,56.5471
249.797,172.850,230.419,12.9521,-17.6340,-32.0107
261.593,167.688,228.365,9.9211,-38.2766,-11.0844
267.331,165.869,230.049,12.6562,-41.9480,-5.5414
278.842,163.869,232.449,10.4573,-43.7658,-2.3684
284.672,163.246,232.412,8.2695,-41.9727,-5.5005
296.177,160.019,232.987,9.9886,-41.3008,-6.5944
307.842,158.033,233.445,5.1075,-41.2944,-6.6045
319.360,155.795,233.406,-0.9468,-37.9092,-11.5884
325.025,154.635,227.370,9.8141,-42.5195,-4.5799
336.263,153.233,227.685,3.8160,-42.1451,-5.2133
348.343,152.848,227.471,4.7098,-47.3206,5.0708
354.760,152.632,232.489,3.6594,-46.8975,4.0747
365.372,152.753,232.638,9.6340,-45.7265,1.4912
377.680,151.473,231.997,12.1278,-46.8043,3.8600
383.652,151.471,231.595,13.3682,-47.8251,6.3078
395.300,150.443,231.568,11.8350,-47.7218,6.0499
407.143,151.040,231.337,12.1335,-49.1433,9.8406
419.599,371.781,233.033,-10.0000,24.4747,-63.7760
432.282,340.969,236.364,-8.2382,20.0895,-59.9880
441.162,306.813,228.608,-6.2050,36.0091,-75.9250
450.400,270.699,233.806,-9.8117,28.4830,-67.5604
460.872,232.670,233.419,-10.0000,31.4282,-70.6008
465.830,200.651,231.285,5.3462,38.7695,-79.6046
479.139,169.194,228.635,-10.0000,-17.5605,-32.0693
490.471,163.697,229.956,5.1245,-48.5379,8.1593
494.455,166.692,228.817,1.2179,-51.5057,17.7650
508.417,167.831,227.872,1.4970,-50.0524,12.5932
514.484,169.155,233.358,1.9799,-51.5823,18.0726
526.567,173.605,231.402,1.2521,-47.3878,5.2323
534.638,172.560,230.005,-10.0000,-33.6979,-16.8654
545.894,172.533,232.925,-10.0000,-34.0615,-16.4416
560.468,155.746,235.825,-10.0000,-42.2586,-5.0227
566.460,156.862,235.197,22.0837,42.9892,-3.7658
573.715,175.239,228.940,34.9569,43.3410,-3.1411
590.369,162.503,232.396,28.0636,41.8796,-5.6545
597.882,183.274,228.553,28.2426,45.2947,0.5955
603.931,184.460,233.601,0.0580,-46.3344,2.8025
614.374,167.868,235.828,-3.5957,-46.8916,4.0610
626.236,169.297,234.875,15.8201,-51.3457,17.1359
639.289,185.120,235.359,53.5074,-54.7202,43.0633
650.963,184.090,235.213,21.5465,-54.2968,34.7135
658.341,187.358,227.673,9.5789,-51.3865,17.2945
665.023,188.676,233.166,20.2585,-51.0111,15.8737
680.281,183.824,230.964,34.2077,-51.7047,18.5733
686.123,183.368,230.963,54.8895,-53.1395,64.4161
697.536,184.517,234.526,48.9355,-54.4618,36.8614
709.684,183.048,235.585,60.0658,-54.6010,50.7142
715.605,182.913,233.801,50.9027,-54.6224,39.7591
728.669,166.412,231.411,54.2509,-54.7238,43.3062
738.796,180.270,233.108,27.8927,-44.1940,-1.5685
750.180,176.010,233.730,37.0316,-54.6326,40.0015
755.059,163.293,231.522,40.3475,-52.3002,21.1910
768.077,178.206,234.707,25.6054,-49.9184,12.1679
778.737,165.535,229.819,11.2788,51.3713,17.2353
790.225,173.255,232.184,14.0850,52.9833,24.6842
792.581,196.061,231.700,31.0444,51.0924,16.1740
809.139,216.952,230.333,20.0371,54.6736,41.1181
813.676,234.097,227.433,62.1673,53.4275,27.3783
822.804,273.632,229.848,22.6564,53.3531,26.8956
835.035,351.397,231.946,54.3453,54.0565,32.2312
848.790,351.131,234.405,28.8722,54.1438,56.9292
858.559,426.610,227.331,36.6998,54.7244,46.6503
869.936,490.879,231.310,29.2936,54.3068,55.1696
877.637,532.815,229.629,16.5151,53.2124,63.9792
875.849,531.035,242.614,12.5195,53.0754,64.7909
864.355,489.566,245.087,44.4880,54.4331,36.4478
855.192,445.111,241.280,61.0083,52.9545,24.5231
847.752,357.491,239.553,39.6753,54.6838,48.5462
832.689,354.292,240.207,39.7475,54.6583,49.3320
821.148,280.292,239.654,45.3034,54.0873,32.5210
811.977,244.465,239.779,45.1768,53.3043,26.5870
804.349,220.920,241.583,61.0980,49.3928,10.5667
791.940,204.013,241.565,46.3943,48.3328,7.6133
785.501,191.937,239.391,44.0270,48.7458,8.7244
773.961,182.358,242.199,20.5148,53.2212,26.0740
765.169,177.325,241.958,-3.3391,-48.6297,8.4074
756.125,173.750,246.576,-5.9587,52.8411,23.9024
749.038,160.589,238.320,53.9247,-54.6422,40.2379
731.454,160.855,239.454,56.6684,-54.7296,46.2069
725.772,162.712,237.869,61.3326,-54.6972,48.0543
715.318,178.775,242.740,56.1091,-54.6552,49.4181
707.409,164.394,238.701,62.2204,-54.4741,52.9535
692.603,166.358,238.849,50.7036,-54.5646,38.5633
686.087,180.924,242.342,14.3054,-46.8615,3.9915
673.283,168.703,239.295,36.3326,-52.4708,22.0061
661.770,169.716,239.465,35.9688,-53.9029,30.8799
657.038,185.527,240.661,37.7572,-54.6449,40.3072
642.765,168.934,240.522,38.5019,-54.2417,34.0922
633.158,180.129,246.187,9.6098,-48.0319,6.8320
627.320,180.621,246.298,-10.0000,-44.8869,-89.7747
615.647,182.199,243.448,42.0548,-54.6968,48.0727
603.823,182.422,237.697,12.1340,-49.6437,11.3186
592.160,182.643,244.234,9.2998,-48.3818,7.7426
586.071,181.185,238.831,-5.7308,-44.7592,-0.4776
574.178,178.985,240.036,-7.2431,-48.7835,8.8283
560.801,177.869,240.949,21.1693,46.7586,3.7555
556.218,174.929,242.113,18.1449,46.9167,4.1192
543.047,173.749,243.020,-10.0000,-40.4447,-7.9331
536.970,155.153,243.111,-5.6899,-44.5407,-0.9041
526.385,169.941,238.778,16.0207,-51.9543,19.6311
514.677,170.525,239.070,-10.0000,-43.5709,-2.7254
508.696,169.156,239.760,-9.9662,-43.7159,-2.4602
496.748,166.864,240.978,-4.1841,-48.5758,8.2614
483.839,151.539,246.514,-0.3325,-44.2434,-1.4748
474.085,172.034,240.251,17.1450,19.4173,-59.4333
464.982,209.922,240.637,-0.8247,38.9205,-79.8187
457.057,256.459,244.328,-5.3254,34.1165,-73.6230
447.068,291.393,239.546,-10.0000,27.1677,-66.2784
438.962,324.005,242.852,1.6464,32.6400,-71.9305
424.376,361.076,242.484,-10.0000,17.8960,-58.1991
419.605,375.524,237.982,-10.0000,25.9277,-65.1070
401.231,149.433,238.269,13.4499,-49.2978,10.2879
383.675,150.435,238.671,11.0670,-47.2731,4.9570
372.102,151.587,244.934,5.8167,-42.7129,-4.2474
360.423,152.552,245.102,9.0291,-47.7455,6.1089
354.486,152.915,239.062,3.6010,-46.3944,2.9353
342.759,153.248,239.437,3.2920,-45.0175,0.0351
330.928,153.241,243.937,12.2298,-45.1005,0.2018
324.978,153.990,245.403,11.8468,-43.4272,-2.9859
319.481,156.236,239.423,2.8522,-39.3446,-9.5720
307.829,157.538,239.481,6.2748,-42.9321,-3.8660
290.443,161.100,238.943,9.6714,-41.1077,-6.9014
284.674,160.971,245.483,22.4582,-48.6335,8.4175
278.999,163.229,238.925,15.2829,-46.3704,2.8822
267.209,163.834,241.475,24.2487,-49.6027,11.1941
255.406,167.933,238.071,19.1633,-40.4857,-7.8704
240.426,557.688,241.616,-4.5575,-44.0344,-1.8693
231.570,537.873,242.259,39.2369,54.7331,45.7771
222.588,395.484,239.604,29.3098,52.9435,65.5379
219.849,374.414,250.056,24.7663,51.5719,71.9696
229.285,539.891,247.862,27.8919,53.1296,64.4743
243.314,168.765,250.818,33.7639,-34.9859,-15.3393
250.020,164.782,251.911,38.6651,-47.8866,6.4627
266.983,160.427,252.489,25.7888,-49.4194,10.6453
272.827,159.992,252.308,26.3523,-50.4670,13.9572
278.674,159.244,251.994,25.2889,-50.4322,13.8397
288.014,158.126,252.242,23.4732,-49.6392,11.3048
301.637,157.178,248.952,9.0413,-44.5762,-0.8353
308.736,156.651,247.504,7.5488,-44.9630,-0.0738
337.885,150.913,255.215,-2.8068,-42.9345,-3.8617
354.556,151.525,251.844,8.3556,-48.1566,7.1529
367.538,151.219,251.301,6.2267,-45.2131,0.4293
379.581,149.795,251.290,1.1573,-40.4869,-7.8684
393.887,148.688,251.988,-1.3216,-43.2088,-3.3774
402.047,148.405,250.525,-1.0929,-44.5463,-0.8933
412.386,148.954,249.640,1.1962,-47.4027,5.2683
425.406,372.019,251.208,-10.0000,23.8108,-63.1816
437.341,338.622,249.251,-10.0000,26.9173,-66.0391
443.594,306.257,253.353,-2.1393,39.4038,-80.5140
455.074,264.626,254.086,0.7532,38.8761,-79.7555
463.205,219.359,249.975,-8.7925,31.8640,-71.0732
471.851,181.468,249.609,-8.6732,29.4254,-68.5061
479.129,165.613,248.298,4.7127,-42.6054,-4.4326
490.957,165.441,254.033,3.7642,50.9747,15.7406
501.594,152.006,251.797,-8.6575,-45.8127,1.6736
512.924,173.446,253.608,-4.4877,-48.1698,7.1872
520.979,173.775,250.086,-10.0000,-40.1261,-8.4168
537.368,157.571,254.681,-10.0000,-41.1850,-6.7788
541.899,177.813,250.995,-10.0000,-39.6354,-9.1471
550.589,176.754,247.898,-10.0000,-36.8325,-13.0209
567.148,162.333,251.909,-7.0286,-46.7962,3.8415
568.370,177.581,253.062,-1.6200,-43.7014,-2.4868
580.275,179.567,251.926,16.8651,-50.3727,13.6402
590.856,165.424,249.924,14.6799,-51.8904,19.3554
603.232,166.326,249.230,21.3665,-51.3441,17.1295
609.672,179.752,250.655,18.4943,-51.0221,15.9141
627.203,178.466,250.352,12.8297,-46.7746,3.7920
633.044,178.008,250.260,10.1142,-48.2246,7.3296
638.888,177.585,250.157,9.6670,-47.9625,6.6550
651.629,163.322,255.408,22.6388,-51.8781,19.3026
667.474,166.317,247.219,41.8647,-54.1678,33.3124
672.838,165.205,247.687,37.4996,-52.7894,23.6260
680.332,179.766,256.450,2.8050,50.6155,14.4653
697.559,174.369,254.808,14.2231,-22.9287,-27.5958
703.317,173.668,254.944,27.1353,-50.3495,13.5630
709.185,173.540,254.744,12.8802,-48.9586,9.3160
726.722,172.335,254.414,-0.3665,-41.4285,-6.3895
732.546,171.656,254.395,-0.1242,-29.3450,-21.5755
738.411,171.497,254.205,-0.3145,-49.3066,10.3136
750.378,174.305,252.799,-10.0000,-40.0474,-8.5351
760.622,178.010,251.172,20.4914,50.2121,13.1096
768.449,179.848,250.252,32.4305,45.3793,0.7689
779.082,195.150,251.060,41.6879,49.6821,11.4355
792.525,219.959,254.700,74.0650,47.8982,6.4921
806.874,213.602,255.849,67.6418,50.7427,14.9089
813.403,259.126,247.173,-10.0000,34.0588,-16.4447
825.801,339.903,251.312,80.4742,50.0567,12.6069
830.301,362.859,246.900,60.6668,53.6272,28.7501
842.632,370.163,253.037,55.1902,54.5647,38.5647
854.055,460.306,248.013,60.1356,51.7710,18.8490
860.811,498.756,253.730,76.7198,45.9636,1.9955
874.875,534.773,253.770,59.9736,47.6628,5.9036
882.630,539.719,251.842,5.4902,-52.6812,23.0605
869.854,537.101,259.348,-10.0000,40.6300,-7.6483
862.510,539.088,263.975,-10.0000,28.3328,-22.5883
853.329,495.400,261.217,81.4270,47.5912,5.7272
840.730,409.595,257.650,50.9179,54.6712,41.0453
835.584,342.779,262.329,66.8767,53.0725,25.1924
822.346,368.006,260.835,54.4289,54.2469,34.1491
806.740,290.418,265.763,-10.0000,4.3849,-41.8918
802.061,263.775,258.571,80.6203,44.2586,-1.4458
788.087,235.213,262.315,72.6255,44.2968,-1.3731
776.584,205.489,263.324,72.2084,39.7708,-8.9474
769.270,188.966,259.557,58.1059,49.0195,9.4879
756.552,177.028,257.824,25.8967,47.9061,6.5120
754.909,158.524,263.801,35.5623,43.4324,-2.9764
743.212,156.311,265.111,24.0258,41.6721,-5.9948
729.955,174.453,262.841,-7.2443,-39.0958,-9.9310
719.534,155.213,260.278,9.7091,-47.8465,6.3616
715.151,173.125,263.161,7.9389,-50.7984,15.1061
697.739,176.407,260.449,15.2394,-17.6243,-32.0184
691.791,175.040,263.446,39.7007,-45.9284,1.9201
680.236,177.798,260.800,43.1528,-53.9283,58.9056
674.379,178.313,260.778,48.5492,-54.5024,37.4871
661.257,162.579,258.415,32.9886,-52.5105,22.2009
649.564,162.375,260.829,18.0657,-50.5806,14.3450
638.923,175.738,263.088,2.7897,-47.1391,4.6390
627.208,176.230,263.411,13.6308,-46.7463,3.7273
621.536,178.907,262.774,15.5052,-48.6775,8.5373
609.599,176.142,266.117,35.7054,-51.4501,17.5441
597.985,178.311,263.938,10.7702,-47.6555,5.8856
591.949,177.381,258.323,15.0100,-50.0920,12.7201
586.106,177.817,258.422,7.9907,-46.8708,4.0130
574.430,178.826,258.575,2.1030,-43.4318,-2.9777
556.715,176.561,266.206,12.2845,-52.4610,21.9586
549.418,160.739,259.328,-10.0000,-43.6792,-2.5276
538.964,176.118,260.916,1.1900,-48.8489,9.0095
531.675,159.668,266.526,-8.6477,-43.0382,-3.6796
519.915,175.562,261.881,15.8286,47.3648,5.1769
509.041,171.341,257.338,-4.9811,-48.5853,8.2869
497.253,168.613,265.074,8.2972,51.4686,17.6174
489.832,150.751,258.856,-6.6141,-44.3767,-1.2203
478.252,151.865,265.136,-7.7508,-41.9189,-5.5895
469.124,184.977,260.911,3.6704,39.7630,-81.0412
465.956,218.036,262.623,-2.0552,43.9549,-87.9821
456.168,260.778,261.458,7.7915,36.0744,-76.0073
445.063,304.470,260.048,8.1272,41.1221,-83.1214
435.249,347.298,258.848,-7.8379,26.4490,-65.5953
422.525,387.186,261.816,-10.0000,33.3755,-72.7632
416.069,412.811,262.998,12.8143,44.2010,-88.4448
401.450,148.839,256.952,-7.4198,-42.1066,-5.2776
395.556,148.623,257.264,-7.6891,-40.9882,-7.0900
378.036,150.042,257.525,-7.8257,-37.6738,-11.9071
372.380,151.749,263.368,-10.0000,-38.0415,-11.4078
359.985,151.295,257.610,-2.3145,-44.2479,-1.4663
355.730,151.510,262.720,-nan,nan,nan
336.950,150.681,259.009,-3.2403,-42.6357,-4.3805
331.242,151.727,265.070,-3.2961,-39.6021,-9.1961
319.612,153.334,265.026,6.2931,-43.9449,-2.0366
307.960,154.650,265.078,12.6749,-48.3381,7.6271
301.683,154.988,261.715,13.9245,-49.2992,10.2918
289.211,156.051,262.229,15.1124,-46.2735,2.6685
279.330,157.257,260.691,16.3125,-48.7564,8.7536
273.161,157.842,260.148,18.6570,-48.5061,8.0738
260.462,157.791,265.649,17.6631,-48.4759,7.9929
254.214,160.221,260.999,32.3927,-51.5971,18.1323
241.992,165.116,258.226,30.6779,-39.7799,-8.9338
227.697,542.647,259.364,47.0276,54.0906,57.4479
216.961,397.369,264.198,8.9565,47.1824,85.2587
216.864,401.489,274.497,-3.7472,42.5001,-85.3870
235.405,529.941,275.511,-4.4389,44.7643,-89.5323
238.320,164.964,270.757,2.5499,-13.5681,-35.1743
255.745,157.235,273.972,6.5845,-42.2292,-5.0721
261.499,156.576,274.267,8.3609,-44.4183,-1.1404
272.864,155.290,272.833,15.2737,-47.3921,5.2425
278.710,155.012,273.323,14.9887,-47.8612,6.3986
290.556,154.076,272.914,8.2302,-45.9459,1.9574
302.069,153.042,273.090,6.9803,-46.7251,3.6789
307.460,153.254,273.213,9.6631,-48.3028,7.5342
325.548,152.962,271.068,-9.1294,-39.2307,-9.7369
331.496,153.509,275.735,-10.0000,-40.0077,-8.5946
341.385,152.558,270.075,-10.0000,-39.9796,-8.6366
346.322,153.265,276.242,-8.8314,-41.0778,-6.9488
360.963,153.062,273.295,-6.5409,-43.8459,-2.2205
372.668,153.402,276.245,-4.7825,-41.1802,-6.7865
379.413,152.427,273.864,-7.9816,-38.3489,-10.9843
395.920,150.580,269.032,-8.0609,-40.1773,-8.3396
404.200,149.970,270.034,-7.6019,-41.0072,-7.0601
415.695,409.084,270.392,8.3494,36.0814,-76.0162
425.991,376.806,268.160,-10.0000,19.4017,-59.4204
435.525,348.602,270.746,4.7888,39.1773,-80.1862
444.434,302.586,273.010,8.5464,42.7441,-85.8066
454.143,270.190,270.813,-4.1140,36.2798,-76.2677
461.616,232.393,270.464,10.6924,42.5329,-85.4429
471.096,183.256,273.722,5.5827,42.6273,-85.6051
485.784,171.166,270.883,-10.0000,-36.2665,-13.7492
492.383,154.786,275.510,24.0197,41.2518,-6.6725
497.488,170.366,270.655,35.9521,44.2523,-1.4579
514.226,158.883,273.705,-10.0000,-42.8483,-4.0123
521.489,175.837,274.059,1.1299,-49.5745,11.1089
527.618,178.731,272.906,15.8258,-52.0664,20.1240
539.006,174.368,273.814,14.4343,-47.1479,4.6599
549.672,161.338,271.446,3.9295,-47.0120,4.3408
562.709,176.454,274.761,40.9868,-54.7212,46.8738
568.810,180.677,270.454,19.3271,-50.9355,15.5979
581.831,161.107,270.932,9.8242,-47.4125,5.2919
590.350,160.908,269.682,12.0303,-48.2204,7.3187
603.836,176.831,270.345,12.6656,-45.4318,0.8770
615.353,173.753,270.870,14.7437,-51.1922,16.5481
621.432,174.990,276.371,5.7197,-46.3047,2.7371
633.210,176.227,271.983,24.1285,-54.1043,32.6838
639.136,177.372,268.715,-1.2698,-48.7668,8.7821
655.396,159.498,273.857,13.0507,-49.0067,9.4517
661.268,159.422,273.640,10.7741,-46.8206,3.8974
672.382,158.757,267.085,16.3550,-47.6171,5.7911
678.756,158.360,267.008,13.9561,-44.9165,-0.1666
691.709,173.240,267.893,31.5373,-42.4223,-4.7457
697.314,168.897,275.245,21.4965,-1.4752,-43.9566
709.199,171.554,267.670,7.0128,-50.8295,15.2167
725.555,154.805,272.495,6.0559,48.0820,6.9604
731.535,156.148,271.841,13.6859,45.6006,1.2272
738.941,176.569,270.913,22.7294,49.4685,10.7912
751.169,181.177,269.030,66.6390,39.2260,-9.7436
758.154,195.968,268.031,75.3932,33.0246,-17.6367
770.943,207.811,269.078,78.7181,40.1988,-8.3072
781.961,231.916,269.759,81.6513,41.0728,-6.9567
794.638,232.696,275.149,80.4698,42.5156,-4.5866
799.489,285.819,268.601,71.5935,39.4530,-9.4143
808.999,360.261,271.527,63.1585,-51.1470,73.6221
817.893,383.250,268.395,40.9589,54.7183,42.9483
831.785,376.038,270.455,80.6791,48.9694,9.3463
841.965,499.447,272.851,83.3333,47.6732,5.9294
849.533,523.227,269.085,81.7567,46.3634,2.8667
837.892,522.340,282.450,-10.0000,36.4192,-13.5544
836.169,478.346,279.880,60.6143,53.5206,28.0025
820.517,374.436,283.556,69.6231,51.5521,17.9508
806.605,387.736,279.693,76.5397,48.3222,7.5851
798.356,345.415,280.431,-10.0000,35.5775,-14.6143
790.153,297.310,282.553,75.6160,46.7737,3.7901
782.196,271.863,278.500,86.5338,34.9388,-15.3964
767.555,238.637,280.094,72.7433,38.4849,-10.7951
757.185,213.445,282.952,-10.0000,41.7938,-5.7956
752.809,199.979,278.644,63.9804,44.8164,-0.3649
744.413,169.057,285.674,66.3698,40.4786,-7.8812
727.185,173.778,278.589,-10.0000,-39.2151,-9.7593
725.868,156.587,284.234,25.8035,44.8601,-0.2785
709.480,171.639,286.180,6.5355,-51.2752,16.8641
702.127,153.527,286.206,-7.5913,-42.5983,-4.4449
691.722,171.126,280.913,13.1290,-16.0885,-33.2325
684.677,155.869,286.163,14.3162,-47.0908,4.5252
673.007,158.097,279.754,7.0616,-44.1474,-1.6566
656.689,174.072,281.396,11.1475,-49.7341,11.5949
654.294,158.847,280.252,8.2567,-47.4378,5.3531
644.932,174.469,282.057,49.3643,-54.7142,42.7194
632.894,170.298,283.604,7.6703,-42.1872,-5.1428
621.506,174.834,283.792,10.2520,-47.7156,6.0345
615.675,175.390,284.100,18.5531,-50.3215,13.4698
603.696,172.700,284.025,17.4455,-50.0203,12.4907
592.078,175.412,278.565,28.9577,-52.3921,21.6261
580.487,176.578,283.720,12.8654,-44.7451,-0.5054
568.625,175.163,284.668,15.7150,-53.1572,25.6889
562.582,174.141,279.084,16.0705,-51.6238,18.2411
549.421,160.800,278.315,8.9846,-48.5781,8.2675
539.181,160.531,279.710,0.4834,-46.8906,4.0588
533.398,176.723,279.446,-0.2698,-38.8493,-10.2826
520.417,160.697,285.192,1.5510,-46.8852,4.0463
509.916,176.747,281.948,6.3737,-51.2299,16.6913
502.704,159.597,286.280,-10.0000,-43.9033,-2.1140
492.095,174.542,281.855,-8.6692,-46.7053,3.6340
477.039,173.420,282.841,-10.0000,-34.0770,-16.4234
468.720,174.108,282.960,-10.0000,-2.5128,-43.2217
461.218,228.294,284.146,22.3388,47.4303,84.6652
454.753,268.212,283.764,2.3799,27.7239,-66.8153
445.690,293.137,282.197,-2.8032,29.0087,-68.0849
435.027,336.785,280.774,25.7160,50.2346,76.8167
426.129,375.450,283.428,82.3184,53.6086,28.6167
416.063,395.763,286.405,-10.0000,49.2848,10.2498
401.709,151.079,280.797,-7.4005,-40.1119,-8.4381
393.754,152.215,286.881,-7.0099,-41.0425,-7.0045
378.438,153.442,286.851,-4.6708,-42.5481,-4.5310
372.759,153.620,282.449,-2.1474,-42.9787,-3.7843
364.594,153.845,281.004,-4.7109,-43.2549,-3.2951
354.976,153.158,277.402,-5.5416,-42.8516,-4.0067
342.544,153.622,282.064,-10.0000,-37.5354,-12.0930
331.764,155.091,282.452,-10.0000,-37.1100,-12.6578
325.706,153.882,276.928,-10.0000,-42.6563,-4.3451
308.194,154.264,283.692,-10.0000,-37.1931,-12.5483
302.290,153.891,284.056,-10.0000,-35.1527,-15.1366
293.560,300.127,286.189,-10.0000,9.6736,-51.9229
278.875,155.090,284.631,-10.0000,-29.2477,-21.6740
267.195,156.043,284.802,-10.0000,-28.5366,-22.3865
261.410,157.232,284.653,-10.0000,-28.1312,-22.7867
249.814,159.285,284.463,-10.0000,-22.1486,-28.2722
238.778,496.141,286.363,69.2833,-10.8587,-52.7956
233.292,502.147,284.693,73.3993,-16.0263,-56.7189
217.268,365.962,280.254,-10.0000,40.0295,-81.4381
220.905,381.318,290.226,-10.0000,23.3654,-62.7874
233.303,388.251,295.452,84.9855,-1.9239,-46.3611
243.812,372.877,295.410,87.2315,2.9972,-42.8783
255.702,374.344,296.081,87.6338,-1.9130,-46.3534
265.881,354.930,295.868,86.0155,-0.5170,-45.3656
272.628,373.571,296.516,-10.0000,-4.2621,-48.0207
285.376,377.893,295.106,-10.0000,1.3654,-44.0343
290.750,371.541,295.868,-10.0000,-5.7446,-49.0792
300.940,352.216,295.929,88.3351,-4.4861,-48.1803
316.759,475.557,289.845,72.4410,2.9850,-42.8869
328.054,434.820,290.295,-10.0000,12.9395,-54.3498
331.199,435.576,293.344,-10.0000,17.4810,-57.8672
343.631,155.427,288.020,-10.0000,-31.2822,-19.5561
355.381,154.113,289.120,-10.0000,-34.5880,-15.8182
366.761,154.047,292.387,-4.6340,-41.5288,-6.2276
375.115,153.828,293.683,-5.7593,-42.3941,-4.7935
385.115,153.970,293.594,-6.7531,-43.3811,-3.0690
408.117,152.278,292.555,-10.0000,-37.2522,-12.4702
415.159,396.026,286.991,-10.0000,47.5944,5.7351
423.991,347.591,292.235,-10.0000,36.8450,-13.0047
436.671,321.718,291.772,18.6903,33.2256,-72.5918
444.727,296.875,293.354,13.7769,44.8236,-89.6494
457.422,253.053,294.741,16.1173,44.7522,-89.5086
463.395,202.383,292.483,14.8805,43.3595,-86.8922
474.661,175.935,288.287,-10.0000,-23.5819,-27.0215
486.254,173.852,288.487,-10.0000,-42.7329,-4.2128
491.034,159.538,292.945,-10.0000,-43.7363,-2.4228
504.002,175.395,287.254,-6.5098,-45.3917,0.7943
509.846,174.974,287.151,7.9529,-50.4915,14.0404
521.749,175.779,292.565,16.1590,-51.3828,17.2799
533.719,178.373,292.555,15.7637,-50.3921,13.7052
545.404,177.452,292.524,22.7312,-49.0290,9.5147
549.169,160.040,291.043,5.2500,-44.1067,-1.7334
562.612,172.221,292.039,15.4498,-46.7488,3.7332
570.760,174.918,290.827,28.2439,-54.0360,32.0422
579.089,158.334,289.710,22.7271,-50.6752,14.6726
596.666,157.650,289.209,19.7239,-51.2765,16.8688
603.831,172.878,292.471,22.2745,-49.6488,11.3339
609.636,172.120,291.539,29.2931,-52.6520,22.9109
621.447,172.080,294.351,25.9187,-54.0184,31.8824
632.449,157.196,287.832,21.6778,-51.5485,17.9364
638.885,171.412,289.131,23.0203,-52.9849,24.6932
650.649,170.691,288.897,22.9901,-53.6429,28.8632
662.553,171.609,294.288,9.9708,-49.8365,11.9115
672.167,155.620,292.786,17.6334,-48.8121,8.9074
678.700,154.687,292.929,15.5435,-48.7936,8.8561
691.757,169.266,293.848,1.0738,-43.0409,-3.6748
708.228,155.300,291.545,23.4271,42.4931,-4.6250
716.193,180.268,295.429,73.4634,29.8877,-21.0210
721.803,177.946,289.787,56.7230,34.4555,-15.9762
729.732,193.387,288.095,-10.0000,26.3825,-24.4673
746.572,193.683,296.233,77.7924,34.1498,-16.3379
752.789,228.641,290.524,68.9663,42.0780,-5.3254
759.524,241.086,292.366,66.2861,50.7367,14.8877
775.106,252.142,294.752,86.0272,41.0882,-6.9323
788.183,332.109,289.763,72.9624,38.8821,-10.2360
792.830,361.234,288.873,74.8330,52.0959,20.2556
807.121,374.500,296.368,-10.0000,31.0518,-19.8023
816.099,416.721,294.580,71.8194,49.8419,11.9284
823.681,490.152,294.040,-10.0000,41.3703,-6.4830
831.233,475.084,287.524,83.0047,48.1613,7.1651
817.095,479.106,299.049,-10.0000,41.5562,-6.1832
810.784,463.712,304.457,-10.0000,40.1551,-8.3731
